Name,Wait Time,Delivery Fee,Link,Delivery Address
Toasty's Breakfast Burritos (Oakland),40–50 min,2.99,https://postmates.com/store/toastys-breakfast-burritos-oakland/YOWaRzZbUMSMGnPj8o9fSg,3440 E 18th St Oakland CA
Brekkie Bagels (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/brekkie-bagels-2353-e-12th-st/MjgB0ukDWpuDOpWoNW21Qw,3440 E 18th St Oakland CA
Starbucks (Estuary Cove - Oakland),25–35 min,3.99,https://postmates.com/store/starbucks-estuary-cove-oakland/GS7iWHZQQxaAalZRNA1DcQ,3440 E 18th St Oakland CA
SAVEMORE MARKET & LIQUOR,25–35 min,4.49,https://postmates.com/store/savemore-market-%26-liquor/DexkeUbyR86zELCtTXsK_A,3440 E 18th St Oakland CA
Sweet Bar Bakery,35–45 min,5.99,https://postmates.com/store/sweet-bar-bakery/K7n6RjXYQx60sXU_ZZhsJA,3440 E 18th St Oakland CA
Jack in the Box (2424 International Blvd),20–30 min,3.99,https://postmates.com/store/jack-in-the-box-2424-international-blvd/FlybPWjbT62sPtFMLAJwEA,3440 E 18th St Oakland CA
Denny's (601 Hegenberger),30–40 min,4.99,https://postmates.com/store/dennys-601-hegenberger/ihnDeTwuQMGHN44LvsvH9A,3440 E 18th St Oakland CA
McDonald's® (High Oakland),20–30 min,3.99,https://postmates.com/store/mcdonalds-high-oakland/3iVQJlt-QnW8vef8cp-VZQ,3440 E 18th St Oakland CA
ButtercuP - Oakland,35–45 min,2.99,https://postmates.com/store/buttercup-oakland/4xL4BDVvSYmUXnfTnsdmTQ,3440 E 18th St Oakland CA
Nation's Giant Hamburgers (Oakland),40–50 min,4.99,https://postmates.com/store/nations-giant-hamburgers-oakland/clvz3B86QsGxgv08p9nFTw,3440 E 18th St Oakland CA
Cheers On Demand,30–40 min,5.49,https://postmates.com/store/cheers-on-demand/gPB00Yi_TwChqjwRxaEEGw,3440 E 18th St Oakland CA
Burger King (1541 East 12th Street),25–35 min,4.99,https://postmates.com/store/burger-king-1541-east-12th-street/D_JCN2JgS2q0xt5QZtwMiQ,3440 E 18th St Oakland CA
Wendy's (3111 E. 14Th Street),15–25 min,3.99,https://postmates.com/store/wendys-3111-e-14th-street/lGEuOXX6Qt2-E-R8MoGA_Q,3440 E 18th St Oakland CA
7-Eleven (2411 Macarthur Blvd),25–35 min,3.49,https://postmates.com/store/7-eleven-2411-macarthur-blvd/GwiUjZ8kRe6y_HUT1rXz2A,3440 E 18th St Oakland CA
Taco Bell (6900 Bancroft Ave),30–40 min,4.99,https://postmates.com/store/taco-bell-6900-bancroft-ave/xjiRBQ_dSsq0ZJMJzZCf8g,3440 E 18th St Oakland CA
Krispy Krunchy Chicken,20–30 min,2.99,https://postmates.com/store/krispy-krunchy-chicken/huNLEYmGTce1_qu4U8Cb3g,3440 E 18th St Oakland CA
Bullseye Bagels (2521 Seminary Avenue),30–40 min,3.99,https://postmates.com/store/bullseye-bagels-2521-seminary-avenue/ieVgg1zEQCWIFuDkkKYclg,3440 E 18th St Oakland CA
Power Up! Breakfast Bowls (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/power-up!-breakfast-bowls-2353-e-12th-st/Ck-o8Y__RI6SBvekyusbDA,3440 E 18th St Oakland CA
Woah! Breakfast Quesarito! (2353 E 12th St),35–45 min,2.99,https://postmates.com/store/woah!-breakfast-quesarito!-2353-e-12th-st/cHlhV-N8T-WORFm54YafcA,3440 E 18th St Oakland CA
Sunny & Fine's Breakfast Burritos,25–35 min,3.99,https://postmates.com/store/sunny-%26-fines-breakfast-burritos/-Jpe6Cv1QdSVTQbWgT7p5A,3440 E 18th St Oakland CA
Acai Aura (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/acai-aura-2353-e-12th-st/0K9ccjlkQCC9H4oSN-Xthg,3440 E 18th St Oakland CA
Lil Manana (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/lil-manana-2353-e-12th-st/AwUV7TvbRxG3SAjCxL_dwA,3440 E 18th St Oakland CA
Juicy's Cheesesteaks (2353 E 12th St),35–45 min,2.99,https://postmates.com/store/juicys-cheesesteaks-2353-e-12th-st/YcUFmILiS4ubXvUk8y4O4Q,3440 E 18th St Oakland CA
Burger King (4200 East 14th Street),25–35 min,3.99,https://postmates.com/store/burger-king-4200-east-14th-street/VVewXlRQS4eM3IBrEp3syw,3440 E 18th St Oakland CA
Jim's Coffee Shop,30–40 min,2.99,https://postmates.com/store/jims-coffee-shop/TqQadSdqSuKVFnC5VO0U0g,3440 E 18th St Oakland CA
Its A Grind Coffee House (2521 Seminary),30–40 min,3.99,https://postmates.com/store/its-a-grind-coffee-house-2521-seminary/OC_FHEgkTLiuz4FM_Zr1ww,3440 E 18th St Oakland CA
Nation's Giant Hamburgers (Alameda),45–55 min,4.99,https://postmates.com/store/nations-giant-hamburgers-alameda/vgIlODi3QaeUy-uEjXKrzw,3440 E 18th St Oakland CA
"Bed & Breakfast Burrito Co (1933 Davis Street, Suite 135B)",45–55 min,5.99,https://postmates.com/store/bed-%26-breakfast-burrito-co-1933-davis-street-suite-135b/a1jNi1BgUwmimmMQFYuRfg,3440 E 18th St Oakland CA
"Brekkie Bagels (1933 Davis Street, Suite 135B)",45–55 min,5.99,https://postmates.com/store/brekkie-bagels-1933-davis-street-suite-135b/GAm8xPmsUgKpbaAFEq2DZw,3440 E 18th St Oakland CA
Beverly Hills Burger Bungalow (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/beverly-hills-burger-bungalow-2353-e-12th-st/lhkK4XKLQ2mhljXonl4jZA,3440 E 18th St Oakland CA
1-800-BURGERS! (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/1-800-burgers!-2353-e-12th-st/EUCDq95XVrmm-sbodDh8Rg,3440 E 18th St Oakland CA
Dirty Little Vegan (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/dirty-little-vegan-2353-e-12th-st/h0HRS8JBW4iXs5gHZtlRtw,3440 E 18th St Oakland CA
ampm (3310 PARK BLVD),25–35 min,4.49,https://postmates.com/store/ampm-3310-park-blvd/3gOsnW11SqmL1dz3SC95KQ,3440 E 18th St Oakland CA
Chevron Extramile (1700 Castro Street),30–40 min,5.49,https://postmates.com/store/chevron-extramile-1700-castro-street/MmHKP3MYTZSlFEvfyntcog,3440 E 18th St Oakland CA
Rocket (5191),40–50 min,5.49,https://postmates.com/store/rocket-5191/FTPH8KxbS1eiumdnWx8-Ew,3440 E 18th St Oakland CA
ButtercuP - Jack London,50–60 min,4.99,https://postmates.com/store/buttercup-jack-london/H76L4-dPQXalS-aXHWtVzg,3440 E 18th St Oakland CA
Philz Coffee (Lafayette),65–75 min,13.99,https://postmates.com/store/philz-coffee-lafayette/d2q0sTpOQCeABdTanHStQQ,3440 E 18th St Oakland CA
Windmill Coffee House,45–55 min,6.99,https://postmates.com/store/windmill-coffee-house/xGmrNopQSTG4c5Z0UDqLbw,3440 E 18th St Oakland CA
La Piñata (San Leandro),55–65 min,6.99,https://postmates.com/store/la-pinata-san-leandro/7rvVcAaOQAWRXkx9fgSc4g,3440 E 18th St Oakland CA
Nation's Giant Hamburgers (Orinda),60–70 min,7.99,https://postmates.com/store/nations-giant-hamburgers-orinda/D9bkPmu7Q8257jRE71pzlA,3440 E 18th St Oakland CA
King Pin Donuts,50–60 min,7.99,https://postmates.com/store/king-pin-donuts/bMSm3ttiTGmvvQMTttcy5Q,3440 E 18th St Oakland CA
The Original Hick'ry Pit,65–75 min,13.99,https://postmates.com/store/the-original-hickry-pit/JqqDmVoSSIWEtuSkrtZfVg,3440 E 18th St Oakland CA
Love At First Bite,45–55 min,11.99,https://postmates.com/store/love-at-first-bite/oSfBNqB3Q_a6E7AnA8owog,3440 E 18th St Oakland CA
Lane-e Kefa Coffee,45–55 min,3.99,https://postmates.com/store/lane-e-kefa-coffee/QB7XxGPQR2u7XncA_9AxiQ,3440 E 18th St Oakland CA
Starbucks (Fruitvale & I-880),25–35 min,2.99,https://postmates.com/store/starbucks-fruitvale-%26-i-880/bOa3kvHFRra0A740iZa_BA,3440 E 18th St Oakland CA
McDonald's® (10235),25–35 min,4.99,https://postmates.com/store/mcdonalds-10235/NqEE_i6ATHWChtTVA2uQ5Q,3440 E 18th St Oakland CA
Homeskillet (Park St.),30–40 min,2.99,https://postmates.com/store/homeskillet-park-st/zw9KuiZ5RMSB1l7kE-8sbQ,3440 E 18th St Oakland CA
Alameda Bagels and Donuts,30–40 min,3.99,https://postmates.com/store/alameda-bagels-and-donuts/yPkcrhR8SUOR4KbOhgh2eA,3440 E 18th St Oakland CA
Emil's Burger and Breakfast,25–35 min,2.99,https://postmates.com/store/emils-burger-and-breakfast/wIIEDmucTP6Nk5n8hgXHDQ,3440 E 18th St Oakland CA
Teadom (2353 E 12th St),45–55 min,2.99,https://postmates.com/store/teadom-2353-e-12th-st/m78tytTiToe0U86DwSb0_g,3440 E 18th St Oakland CA
Ultimate Grounds Et Al Coffee & Tea,30–40 min,3.99,https://postmates.com/store/ultimate-grounds-et-al-coffee-%26-tea/ht3_U8AZSpq2GDoYILyVgw,3440 E 18th St Oakland CA
Dunkin' (451 Hegenberger Rd),30–40 min,5.99,https://postmates.com/store/dunkin-451-hegenberger-rd/8cY5TejhQXGqlkWOK54T8w,3440 E 18th St Oakland CA
Dirty Burger (Oakland),40–50 min,2.99,https://postmates.com/store/dirty-burger-oakland/ysCyucfnU3mFD81lNrV4Bw,3440 E 18th St Oakland CA
Bed & Breakfast Burrito Co.,30–40 min,3.99,https://postmates.com/store/bed-%26-breakfast-burrito-co/rXtuy-1jQtm0Jptn3yJkFQ,3440 E 18th St Oakland CA
Carl's Jr. / Green Burrito (871 Marina Village Pkwy),30–40 min,4.99,https://postmates.com/store/carls-jr-green-burrito-871-marina-village-pkwy/Pbqt1Ac0RI6yQd0k8z2KDA,3440 E 18th St Oakland CA
Subway (1300 Clay St #160),45–55 min,4.99,https://postmates.com/store/subway-1300-clay-st-%23160/HtAQcnCmS7aaEhsym8_OtA,3440 E 18th St Oakland CA
The Vegan Breakfast,40–50 min,2.99,https://postmates.com/store/the-vegan-breakfast/6X67tuc5Tg-lCm53Ev9SLA,3440 E 18th St Oakland CA
Alice Street Bakery Cafe,45–55 min,4.99,https://postmates.com/store/alice-street-bakery-cafe/Dyhq8ETTRFaBCeZRXzGZpw,3440 E 18th St Oakland CA
7-Eleven (4720 Macarthur Blvd),40–50 min,2.99,https://postmates.com/store/7-eleven-4720-macarthur-blvd/_DdJWXD0T9qbfYznRBU3RA,3440 E 18th St Oakland CA
Breakfast Beauties (2353 E 12th St),35–45 min,2.99,https://postmates.com/store/breakfast-beauties-2353-e-12th-st/WiYBF-XdRRKEw3-n2tskNA,3440 E 18th St Oakland CA
Walgreens (3250 Lakeshore Ave),45–55 min,2.99,https://postmates.com/store/walgreens-3250-lakeshore-ave/1TA2A0G1Rr2FBirwVi9stQ,3440 E 18th St Oakland CA
Dimond Cafe,25–35 min,2.99,https://postmates.com/store/dimond-cafe/6UqpZOLITACqP3Omm5RyFQ,3440 E 18th St Oakland CA
The Brass Hass (2353 E 12th St),40–50 min,2.99,https://postmates.com/store/the-brass-hass-2353-e-12th-st/xFGYOfk3QyyyWyntDP2cEg,3440 E 18th St Oakland CA
Marhabah Cafe,40–50 min,4.99,https://postmates.com/store/marhabah-cafe/ao7LH0OfTMKjw2h8kmSK9g,3440 E 18th St Oakland CA
Romos Cafe,40–50 min,2.99,https://postmates.com/store/romos-cafe/VdDhV7IaSN229T-YJEZCOw,3440 E 18th St Oakland CA
Hometown Donuts,30–40 min,3.99,https://postmates.com/store/hometown-donuts/KirTrWSRRT2qu0KL9TyfHw,3440 E 18th St Oakland CA
Fresh and Best Cafe 2,45–55 min,4.99,https://postmates.com/store/fresh-and-best-cafe-2/SYrNr4HHRHyyC5B7m5B7jQ,3440 E 18th St Oakland CA
Hickory Hall BBQ (2353 E 12th St),35–45 min,2.99,https://postmates.com/store/hickory-hall-bbq-2353-e-12th-st/beHpibNVQLKoZjNcshQF3A,3440 E 18th St Oakland CA
Wham! Bam! Burrito! (2353 E 12Th St),35–45 min,2.99,https://postmates.com/store/wham!-bam!-burrito!-2353-e-12th-st/mHhb7ZOTTlu-gbnyqYBQ-w,3440 E 18th St Oakland CA
El Burrito Borracho (2353 E 12Th St),45–55 min,2.99,https://postmates.com/store/el-burrito-borracho-2353-e-12th-st/_JkEtKtSSomaNKim01jsvQ,3440 E 18th St Oakland CA
Ranch Burger Co.,35–45 min,3.99,https://postmates.com/store/ranch-burger-co/wV7WnQKbToOg45rkCb6dZw,3440 E 18th St Oakland CA
Uribe`s Breakfast Bagel (2353 E 12th St),35–45 min,2.99,https://postmates.com/store/uribe%60s-breakfast-bagel-2353-e-12th-st/WAa16sIcT6KALUHYSAyKLQ,3440 E 18th St Oakland CA
7 Stars Donut,30–40 min,2.99,https://postmates.com/store/7-stars-donut/lp2jtDMATOWLzyyKkMrq8w,3440 E 18th St Oakland CA
Tiny Buns (2353 E 12Th St),35–45 min,2.99,https://postmates.com/store/tiny-buns-2353-e-12th-st/wZPN0oH3RxW3LVNtvF_32Q,3440 E 18th St Oakland CA
Chester's Fried Chicken (Oakland),30–40 min,2.99,https://postmates.com/store/chesters-fried-chicken-oakland/saGjW-iPRXmXfP22x4vdMA,3440 E 18th St Oakland CA
Brekkie Bagels (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/brekkie-bagels-2353-e-12th-st/MjgB0ukDWpuDOpWoNW21Qw,327 Macarthur Blvd Oakland CA
Toasty's Breakfast Burritos (Oakland),50–60 min,3.99,https://postmates.com/store/toastys-breakfast-burritos-oakland/YOWaRzZbUMSMGnPj8o9fSg,327 Macarthur Blvd Oakland CA
Starbucks (1200 Clay St),20–30 min,2.99,https://postmates.com/store/starbucks-1200-clay-st/Znb5RRHHQy2qszVh2qWL9A,327 Macarthur Blvd Oakland CA
SAVEMORE MARKET & LIQUOR,20–30 min,4.49,https://postmates.com/store/savemore-market-%26-liquor/DexkeUbyR86zELCtTXsK_A,327 Macarthur Blvd Oakland CA
Dream Fluff Donuts,35–45 min,4.99,https://postmates.com/store/dream-fluff-donuts/3vCDzD2HRLCwwGBn3bK8Hw,327 Macarthur Blvd Oakland CA
Sweet Bar Bakery,20–30 min,3.99,https://postmates.com/store/sweet-bar-bakery/K7n6RjXYQx60sXU_ZZhsJA,327 Macarthur Blvd Oakland CA
Jack in the Box (4425 Telegraph Ave),25–35 min,4.99,https://postmates.com/store/jack-in-the-box-4425-telegraph-ave/0AFkTgs0TouL2zo1bxSY1Q,327 Macarthur Blvd Oakland CA
IHOP 1765,25–35 min,3.99,https://postmates.com/store/ihop-1765/TrjiciuKQ8-clamaZUSSuQ,327 Macarthur Blvd Oakland CA
McDonald's® (Jackson St),20–30 min,4.99,https://postmates.com/store/mcdonalds-jackson-st/mqXdYXpERpG2iQVIdgBnEQ,327 Macarthur Blvd Oakland CA
King Pin Donuts,40–50 min,5.99,https://postmates.com/store/king-pin-donuts/bMSm3ttiTGmvvQMTttcy5Q,327 Macarthur Blvd Oakland CA
Philz Coffee (College Ave),35–45 min,3.99,https://postmates.com/store/philz-coffee-college-ave/IAdZQevpTHKt2IoGZyO6Lw,327 Macarthur Blvd Oakland CA
Cheers On Demand,20–30 min,3.49,https://postmates.com/store/cheers-on-demand/gPB00Yi_TwChqjwRxaEEGw,327 Macarthur Blvd Oakland CA
Subway (1300 Clay St #160),20–30 min,2.99,https://postmates.com/store/subway-1300-clay-st-%23160/HtAQcnCmS7aaEhsym8_OtA,327 Macarthur Blvd Oakland CA
Burger King (4424 Broadway),20–30 min,3.99,https://postmates.com/store/burger-king-4424-broadway/kp8WQrf_QeyaMvuvRBeNPg,327 Macarthur Blvd Oakland CA
Wendy's (5211 Broadway),25–35 min,3.99,https://postmates.com/store/wendys-5211-broadway/16E14EGDQa-Xt1M_8ISttw,327 Macarthur Blvd Oakland CA
Denny's (1776 Powell Street),30–40 min,4.99,https://postmates.com/store/dennys-1776-powell-street/mGFe2PG3TYSCvYw7OmYYow,327 Macarthur Blvd Oakland CA
Jamba (500 12th Street),20–30 min,2.99,https://postmates.com/store/jamba-500-12th-street/1Xc3vYIbR3qDVCdWpz3KXA,327 Macarthur Blvd Oakland CA
City Cup & Coffee,20–30 min,4.99,https://postmates.com/store/city-cup-%26-coffee/X7Tp6p3MSkiDt9GGSsF1kQ,327 Macarthur Blvd Oakland CA
Carl's Jr. / Green Burrito (871 Marina Village Pkwy),20–30 min,3.99,https://postmates.com/store/carls-jr-green-burrito-871-marina-village-pkwy/Pbqt1Ac0RI6yQd0k8z2KDA,327 Macarthur Blvd Oakland CA
Krispy Krunchy Chicken,35–45 min,4.99,https://postmates.com/store/krispy-krunchy-chicken/huNLEYmGTce1_qu4U8Cb3g,327 Macarthur Blvd Oakland CA
The Coffee Mill & Bakery,25–35 min,2.99,https://postmates.com/store/the-coffee-mill-%26-bakery/dZbRexEVSXCCfCbM3B29hQ,327 Macarthur Blvd Oakland CA
Vault Cafe & Restaurant,35–45 min,3.99,https://postmates.com/store/vault-cafe-%26-restaurant/oiBmaAf_Ta6nmv1xt2X7OA,327 Macarthur Blvd Oakland CA
Homeskillet (Park St.),45–55 min,4.99,https://postmates.com/store/homeskillet-park-st/zw9KuiZ5RMSB1l7kE-8sbQ,327 Macarthur Blvd Oakland CA
Jim's Coffee Shop,45–55 min,4.99,https://postmates.com/store/jims-coffee-shop/TqQadSdqSuKVFnC5VO0U0g,327 Macarthur Blvd Oakland CA
Power Up! Breakfast Bowls (2353 E 12th St),45–55 min,3.99,https://postmates.com/store/power-up!-breakfast-bowls-2353-e-12th-st/Ck-o8Y__RI6SBvekyusbDA,327 Macarthur Blvd Oakland CA
Bullseye Bagels (2521 Seminary Avenue),40–50 min,5.99,https://postmates.com/store/bullseye-bagels-2521-seminary-avenue/ieVgg1zEQCWIFuDkkKYclg,327 Macarthur Blvd Oakland CA
Breakfast Beauties (2353 E 12th St),45–55 min,3.99,https://postmates.com/store/breakfast-beauties-2353-e-12th-st/WiYBF-XdRRKEw3-n2tskNA,327 Macarthur Blvd Oakland CA
Woah! Breakfast Quesarito! (2353 E 12th St),45–55 min,3.99,https://postmates.com/store/woah!-breakfast-quesarito!-2353-e-12th-st/cHlhV-N8T-WORFm54YafcA,327 Macarthur Blvd Oakland CA
Sunny & Fine's Breakfast Burritos,35–45 min,5.99,https://postmates.com/store/sunny-%26-fines-breakfast-burritos/-Jpe6Cv1QdSVTQbWgT7p5A,327 Macarthur Blvd Oakland CA
Ranch Burger Co.,50–60 min,4.99,https://postmates.com/store/ranch-burger-co/wV7WnQKbToOg45rkCb6dZw,327 Macarthur Blvd Oakland CA
Alice Street Bakery Cafe,35–45 min,2.99,https://postmates.com/store/alice-street-bakery-cafe/Dyhq8ETTRFaBCeZRXzGZpw,327 Macarthur Blvd Oakland CA
Ultimate Grounds Et Al Coffee & Tea,25–35 min,3.99,https://postmates.com/store/ultimate-grounds-et-al-coffee-%26-tea/ht3_U8AZSpq2GDoYILyVgw,327 Macarthur Blvd Oakland CA
The Posh Bagel - Piedmont,25–35 min,2.99,https://postmates.com/store/the-posh-bagel-piedmont/EpuvLMjjTSitPLqlFg82mw,327 Macarthur Blvd Oakland CA
Alameda Bagels and Donuts,40–50 min,5.99,https://postmates.com/store/alameda-bagels-and-donuts/yPkcrhR8SUOR4KbOhgh2eA,327 Macarthur Blvd Oakland CA
Fresh and Best Cafe 2,35–45 min,2.99,https://postmates.com/store/fresh-and-best-cafe-2/SYrNr4HHRHyyC5B7m5B7jQ,327 Macarthur Blvd Oakland CA
The Brass Hass (2353 E 12th St),45–55 min,3.99,https://postmates.com/store/the-brass-hass-2353-e-12th-st/xFGYOfk3QyyyWyntDP2cEg,327 Macarthur Blvd Oakland CA
Acai Aura (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/acai-aura-2353-e-12th-st/0K9ccjlkQCC9H4oSN-Xthg,327 Macarthur Blvd Oakland CA
The Vegan Breakfast,45–55 min,3.99,https://postmates.com/store/the-vegan-breakfast/6X67tuc5Tg-lCm53Ev9SLA,327 Macarthur Blvd Oakland CA
Dirty Little Vegan (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/dirty-little-vegan-2353-e-12th-st/h0HRS8JBW4iXs5gHZtlRtw,327 Macarthur Blvd Oakland CA
Mama's Royal Cafe,25–35 min,3.99,https://postmates.com/store/mamas-royal-cafe/GGXyWeCWSSeBbhgoD9CYsw,327 Macarthur Blvd Oakland CA
Taco Bell (635 San Pablo Ave),40–50 min,7.99,https://postmates.com/store/taco-bell-635-san-pablo-ave/QdBnSAOlQKKqAtc4dgrSNg,327 Macarthur Blvd Oakland CA
Philz Coffee (Lafayette),60–70 min,12.99,https://postmates.com/store/philz-coffee-lafayette/d2q0sTpOQCeABdTanHStQQ,327 Macarthur Blvd Oakland CA
Nation's Giant Hamburgers (El Cerrito),45–55 min,7.99,https://postmates.com/store/nations-giant-hamburgers-el-cerrito/BRfAcJJXRfyZoX_Y8HU0MQ,327 Macarthur Blvd Oakland CA
Golden Gate Bistro Restaurant,45–55 min,13.99,https://postmates.com/store/golden-gate-bistro-restaurant/KjPhXrcSSvWQqdH0RslBDQ,327 Macarthur Blvd Oakland CA
The Original Hick'ry Pit,65–75 min,13.99,https://postmates.com/store/the-original-hickry-pit/JqqDmVoSSIWEtuSkrtZfVg,327 Macarthur Blvd Oakland CA
Chevron Extramile (191 98Th Avenue),35–45 min,7.49,https://postmates.com/store/chevron-extramile-191-98th-avenue/yBnV-PysQVWLu3af9kAfhw,327 Macarthur Blvd Oakland CA
Rocket (5191),45–55 min,7.49,https://postmates.com/store/rocket-5191/FTPH8KxbS1eiumdnWx8-Ew,327 Macarthur Blvd Oakland CA
Dunkin' (451 Hegenberger Rd),35–45 min,7.99,https://postmates.com/store/dunkin-451-hegenberger-rd/8cY5TejhQXGqlkWOK54T8w,327 Macarthur Blvd Oakland CA
Burger King (1541 East 12th Street),25–35 min,4.99,https://postmates.com/store/burger-king-1541-east-12th-street/D_JCN2JgS2q0xt5QZtwMiQ,327 Macarthur Blvd Oakland CA
Burger King (5701 Christie Avenue),30–40 min,4.99,https://postmates.com/store/burger-king-5701-christie-avenue/ftELwc8hR0W8vNMWHK26qQ,327 Macarthur Blvd Oakland CA
Nation's Giant Hamburgers (Oakland),35–45 min,3.99,https://postmates.com/store/nations-giant-hamburgers-oakland/clvz3B86QsGxgv08p9nFTw,327 Macarthur Blvd Oakland CA
Nation's Giant Hamburgers (Alameda),40–50 min,4.99,https://postmates.com/store/nations-giant-hamburgers-alameda/vgIlODi3QaeUy-uEjXKrzw,327 Macarthur Blvd Oakland CA
Ice Cream Super Star,20–30 min,2.99,https://postmates.com/store/ice-cream-super-star/6ZUavNeNRPWamqlHsYTgHQ,327 Macarthur Blvd Oakland CA
Beverly Hills Burger Bungalow (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/beverly-hills-burger-bungalow-2353-e-12th-st/lhkK4XKLQ2mhljXonl4jZA,327 Macarthur Blvd Oakland CA
1-800-BURGERS! (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/1-800-burgers!-2353-e-12th-st/EUCDq95XVrmm-sbodDh8Rg,327 Macarthur Blvd Oakland CA
7-Eleven (2411 Macarthur Blvd),25–35 min,4.49,https://postmates.com/store/7-eleven-2411-macarthur-blvd/GwiUjZ8kRe6y_HUT1rXz2A,327 Macarthur Blvd Oakland CA
ampm (3310 PARK BLVD),20–30 min,3.49,https://postmates.com/store/ampm-3310-park-blvd/3gOsnW11SqmL1dz3SC95KQ,327 Macarthur Blvd Oakland CA
Chevron Extramile (1700 Castro Street),20–30 min,3.49,https://postmates.com/store/chevron-extramile-1700-castro-street/MmHKP3MYTZSlFEvfyntcog,327 Macarthur Blvd Oakland CA
"Sugar Buzz by Chevron ExtraMile (5500 Telegraph Ave , Oakland)",30–40 min,4.49,https://postmates.com/store/sugar-buzz-by-chevron-extramile-5500-telegraph-ave-oakland/HTs73SIsQfa8fa3ndJckCA,327 Macarthur Blvd Oakland CA
ButtercuP - Oakland,45–55 min,3.99,https://postmates.com/store/buttercup-oakland/4xL4BDVvSYmUXnfTnsdmTQ,327 Macarthur Blvd Oakland CA
ButtercuP - Jack London,45–55 min,3.99,https://postmates.com/store/buttercup-jack-london/H76L4-dPQXalS-aXHWtVzg,327 Macarthur Blvd Oakland CA
Lane-e Kefa Coffee,35–45 min,3.99,https://postmates.com/store/lane-e-kefa-coffee/QB7XxGPQR2u7XncA_9AxiQ,327 Macarthur Blvd Oakland CA
Starbucks (Broadway & 30th),20–30 min,2.99,https://postmates.com/store/starbucks-broadway-%26-30th/psN_z3X-SvabFtZRct7avQ,327 Macarthur Blvd Oakland CA
McDonald's® (Telegraph Ave),20–30 min,4.99,https://postmates.com/store/mcdonalds-telegraph-ave/nf_exyiKQEmtZ5X7RbsDOQ,327 Macarthur Blvd Oakland CA
Koffee Pot,30–40 min,2.99,https://postmates.com/store/koffee-pot/cvTMPKnmSAm-BNMiyyqJAg,327 Macarthur Blvd Oakland CA
Jack in the Box (2424 International Blvd),35–45 min,4.99,https://postmates.com/store/jack-in-the-box-2424-international-blvd/FlybPWjbT62sPtFMLAJwEA,327 Macarthur Blvd Oakland CA
Denny's (601 Hegenberger),40–50 min,6.99,https://postmates.com/store/dennys-601-hegenberger/ihnDeTwuQMGHN44LvsvH9A,327 Macarthur Blvd Oakland CA
"The Original Mels (1441 Fitzgerald Dr, Pinole)",55–65 min,13.99,https://postmates.com/store/the-original-mels-1441-fitzgerald-dr-pinole/2ldF3AtFSW2i8v8qNL1UIw,327 Macarthur Blvd Oakland CA
Taco Bell (40 San Pablo Towne Ctr),40–50 min,13.99,https://postmates.com/store/taco-bell-40-san-pablo-towne-ctr/RBqJo-CKSYqqFPexA_GP6A,327 Macarthur Blvd Oakland CA
Its A Grind Coffee House (2521 Seminary),40–50 min,5.99,https://postmates.com/store/its-a-grind-coffee-house-2521-seminary/OC_FHEgkTLiuz4FM_Zr1ww,327 Macarthur Blvd Oakland CA
Emil's Burger and Breakfast,45–55 min,4.99,https://postmates.com/store/emils-burger-and-breakfast/wIIEDmucTP6Nk5n8hgXHDQ,327 Macarthur Blvd Oakland CA
Dimond Cafe,25–35 min,3.99,https://postmates.com/store/dimond-cafe/6UqpZOLITACqP3Omm5RyFQ,327 Macarthur Blvd Oakland CA
7-Eleven (4100 Broadway),35–45 min,2.99,https://postmates.com/store/7-eleven-4100-broadway/COVColuBS7ua6uyHjNxQEg,327 Macarthur Blvd Oakland CA
7-Eleven (506 International Blvd),25–35 min,3.49,https://postmates.com/store/7-eleven-506-international-blvd/j7dmgablT1-AWBK3oTsbAA,327 Macarthur Blvd Oakland CA
Teadom (2353 E 12th St),55–65 min,3.99,https://postmates.com/store/teadom-2353-e-12th-st/m78tytTiToe0U86DwSb0_g,327 Macarthur Blvd Oakland CA
Walgreens (3250 Lakeshore Ave),40–50 min,2.99,https://postmates.com/store/walgreens-3250-lakeshore-ave/1TA2A0G1Rr2FBirwVi9stQ,327 Macarthur Blvd Oakland CA
Brekkie Bagels (2353 E 12th St),50–60 min,3.99,https://postmates.com/store/brekkie-bagels-2353-e-12th-st/MjgB0ukDWpuDOpWoNW21Qw,382 Jayne Ave Oakland CA
Toasty's Breakfast Burritos (Oakland),50–60 min,3.99,https://postmates.com/store/toastys-breakfast-burritos-oakland/YOWaRzZbUMSMGnPj8o9fSg,382 Jayne Ave Oakland CA
Starbucks (1200 Clay St),20–30 min,2.99,https://postmates.com/store/starbucks-1200-clay-st/Znb5RRHHQy2qszVh2qWL9A,382 Jayne Ave Oakland CA
