Countyfp,Blkgrpce,Funcstat,Geoid,Latitude,Longitude,Mtfcc,Namelsad,Statefp,Tractce,Aland,Awater,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1,2,S,60014232002,37.8624972,-122.2932414,G5030,Block Group 2,6,423200,222291,0,37.862466,-122.293169,1,rooftop,935,Channing Way,,,Berkeley,CA,Alameda County,94710,US,Alameda
1,1,S,60014233001,37.8603606,-122.2850127,G5030,Block Group 1,6,423300,222796,0,37.860202,-122.28499,1,rooftop,1301,Parker St,,,Berkeley,CA,Alameda County,94702,US,Berkeley
1,2,S,60014233002,37.8580023,-122.2815388,G5030,Block Group 2,6,423300,248373,0,37.857924,-122.281498,1,rooftop,1423,Ward St,,,Berkeley,CA,Alameda County,94702,US,Berkeley
1,3,S,60014233003,37.8549557,-122.284828,G5030,Block Group 3,6,423300,255456,0,37.855016,-122.28498,1,rooftop,2800,Mabel St,,,Berkeley,CA,Alameda County,94702,US,Berkeley
1,2,S,60014234002,37.860138,-122.2761635,G5030,Block Group 2,6,423400,151586,0,37.859975,-122.276182,1,rooftop,1646,Carleton St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,3,S,60014234003,37.8577233,-122.2758504,G5030,Block Group 3,6,423400,247961,0,37.857813,-122.275808,1,rooftop,2750,McGee Ave,,,Berkeley,CA,Alameda County,94703,US,Berkeley
1,1,S,60014011001,37.8342872,-122.2615934,G5030,Block Group 1,6,401100,168742,0,37.834576,-122.261165,1,rooftop,448,48th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,4,S,60014010004,37.8291541,-122.269251,G5030,Block Group 4,6,401000,141375,0,37.829334,-122.269188,1,rooftop,664,39th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,3,S,60014011003,37.825274,-122.2648565,G5030,Block Group 3,6,401100,206319,0,37.825433,-122.264967,1,rooftop,496,37th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,1,S,60014062021,37.7832541,-122.2278463,G5030,Block Group 1,6,406202,63499,0,37.783074,-122.227492,1,rooftop,1737,28th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014062022,37.780027,-122.2280221,G5030,Block Group 2,6,406202,133847,0,37.779956,-122.228066,1,rooftop,1448,29th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014063001,37.787945,-122.2221552,G5030,Block Group 1,6,406300,117161,0,37.787822,-122.222186,1,rooftop,3039,Logan St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014063002,37.7883078,-122.2248611,G5030,Block Group 2,6,406300,144644,0,37.788198,-122.224768,1,rooftop,2409,27th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014063004,37.7904803,-122.22809,G5030,Block Group 4,6,406300,101038,0,37.790371,-122.228162,1,rooftop,2350,E 24th St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014064001,37.7948976,-122.2192369,G5030,Block Group 1,6,406400,140953,0,37.794909,-122.219221,1,rooftop,2656,Nicol Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,2,S,60014064002,37.795083,-122.2234727,G5030,Block Group 2,6,406400,347025,77534,37.794972,-122.223271,1,rooftop,2833,25th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014096001,37.756783,-122.1728465,G5030,Block Group 1,6,409600,140748,0,37.757067,-122.172878,1,rooftop,8330,Birch St,,,Oakland,CA,Alameda County,94621,US,Alameda
1,3,S,60014096003,37.7503656,-122.1694917,G5030,Block Group 3,6,409600,116029,0,37.750446,-122.169491,1,rooftop,1748,92nd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,4,S,60014096004,37.7503441,-122.1729549,G5030,Block Group 4,6,409600,156414,0,37.750634,-122.172652,1,rooftop,1541,90th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,1,S,60014097001,37.7592997,-122.1650986,G5030,Block Group 1,6,409700,246276,0,37.759337,-122.164683,1,rooftop,8519,Macarthur Blvd,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014098002,37.7572037,-122.1583344,G5030,Block Group 2,6,409800,646856,0,37.757129,-122.158326,1,rooftop,8933,Seneca St,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014097002,37.7526563,-122.1642912,G5030,Block Group 2,6,409700,213599,0,37.75279,-122.164304,1,rooftop,2228,92nd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014097003,37.7551822,-122.1656948,G5030,Block Group 3,6,409700,173480,0,37.755218,-122.165786,1,rooftop,2240,88th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,4,S,60014097004,37.758153,-122.1691081,G5030,Block Group 4,6,409700,177949,0,37.758122,-122.169422,1,rooftop,2078,84th Ave,,,Oakland,CA,Alameda County,94621,US,Alameda
1,1,S,60014238001,37.8548743,-122.2380015,G5030,Block Group 1,6,423800,375242,0,37.854842,-122.238092,1,rooftop,156,Tunnel Rd,,,Berkeley,CA,Alameda County,94705,US,Alameda
1,2,S,60014238002,37.8543269,-122.2450432,G5030,Block Group 2,6,423800,399340,0,37.854347,-122.24498,1,rooftop,77,Parkside Dr,,,Berkeley,CA,Alameda County,94705,US,Berkeley
1,3,S,60014238003,37.855168,-122.2502194,G5030,Block Group 3,6,423800,297875,0,37.855289,-122.25026,1,rooftop,2757,Prince St,,,Berkeley,CA,Alameda County,94705,US,Berkeley
1,2,S,60014239012,37.8513445,-122.2692914,G5030,Block Group 2,6,423901,259408,0,37.85121,-122.269227,1,rooftop,1927,Fairview St,,,Berkeley,CA,Alameda County,94703,US,Berkeley
1,1,S,60014239021,37.8549511,-122.2545465,G5030,Block Group 1,6,423902,126618,0,37.854941,-122.2546,1,rooftop,3021,Hillegass Ave,,,Berkeley,CA,Alameda County,94705,US,Alameda
1,1,S,60014240011,37.8528973,-122.2749872,G5030,Block Group 1,6,424001,140732,0,37.853144,-122.275073,1,rooftop,1643,Tyler St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,2,S,60014240012,37.8514288,-122.2741707,G5030,Block Group 2,6,424001,87713,0,37.851409,-122.274281,1,rooftop,3118,King St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,3,S,60014240013,37.8500719,-122.275037,G5030,Block Group 3,6,424001,113742,0,37.84986,-122.274919,1,rooftop,1628,Fairview St,,,Berkeley,CA,Alameda County,94703,US,Berkeley
1,1,S,60014054011,37.7979937,-122.2480327,G5030,Block Group 1,6,405401,120531,0,37.798201,-122.247989,1,rooftop,610,E 19th St,,,Oakland,CA,Alameda County,94606,US,Alameda
1,2,S,60014054012,37.7962801,-122.2494375,G5030,Block Group 2,6,405401,98398,0,37.796006,-122.249338,1,rooftop,1652,7th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda
1,1,S,60014059011,37.7857645,-122.2376228,G5030,Block Group 1,6,405901,133241,0,37.785984,-122.237423,1,rooftop,2124,E 15th St,,,Oakland,CA,Alameda County,94606,US,Alameda
1,3,S,60014059013,37.7873975,-122.2360208,G5030,Block Group 3,6,405901,132646,0,37.78763,-122.235804,1,rooftop,2124,E 17th St,,,Oakland,CA,Alameda County,94606,US,Alameda
1,1,S,60014065001,37.7908593,-122.2158151,G5030,Block Group 1,6,406500,239955,0,37.790851,-122.215825,1,rooftop,2855,Coolidge Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014065004,37.7886553,-122.2186819,G5030,Block Group 4,6,406500,146623,0,37.788652,-122.218675,1,rooftop,3252,Prentiss St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014066011,37.7911941,-122.2078694,G5030,Block Group 1,6,406601,136667,0,37.79113,-122.207856,1,rooftop,2830,Humboldt Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014066021,37.797531,-122.2137966,G5030,Block Group 1,6,406602,286382,0,37.797031,-122.214086,1,rooftop,3231,Boston Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,2,S,60014066012,37.7921873,-122.211091,G5030,Block Group 2,6,406601,198507,0,37.792168,-122.210971,1,rooftop,3050,Curran Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014066013,37.7960362,-122.2081112,G5030,Block Group 3,6,406601,238509,0,37.796121,-122.208037,1,rooftop,3404,Curran Way,,,Oakland,CA,Alameda County,94602,US,Alameda
1,4,S,60014066014,37.7938023,-122.2042486,G5030,Block Group 4,6,406601,173720,0,37.793873,-122.204416,1,rooftop,3251,Delaware St,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014071011,37.7821566,-122.2158838,G5030,Block Group 1,6,407101,222488,0,37.782239,-122.216035,1,rooftop,2036,36th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014071012,37.7845865,-122.2121658,G5030,Block Group 2,6,407101,148338,0,37.784484,-122.212149,1,rooftop,2242,Harrington Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014071024,37.7777095,-122.2103302,G5030,Block Group 4,6,407102,157064,0,37.777665,-122.21054,1,rooftop,4150,Carrington St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,3,S,60014071023,37.7805079,-122.2130115,G5030,Block Group 3,6,407102,127712,0,37.780666,-122.213229,1,rooftop,2097,39th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,3,S,60014081003,37.774866,-122.1363451,G5030,Block Group 3,6,408100,727426,0,37.775065,-122.136121,1,rooftop,7970,Surrey Ln,,,Oakland,CA,Alameda County,94605,US,Alameda
1,3,S,60014095003,37.7503834,-122.1782851,G5030,Block Group 3,6,409500,138550,0,37.750458,-122.17833,1,rooftop,1240,87th Ave,,,Oakland,CA,Alameda County,94621,US,Alameda
1,1,S,60014071021,37.7836561,-122.2079962,G5030,Block Group 1,6,407102,247618,0,37.783648,-122.20784,1,rooftop,3912,Lyon Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014229001,37.8657427,-122.2678632,G5030,Block Group 1,6,422900,158830,0,37.865505,-122.268023,1,rooftop,2410,Shattuck Ave,,,Berkeley,CA,Alameda County,94704,US,Berkeley
1,4,S,60014081004,37.7796998,-122.1490431,G5030,Block Group 4,6,408100,1652904,0,37.780508,-122.153256,0.95,nearest_street,4993,Stoneridge Ct,,,Oakland,CA,Alameda County,94605,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014037012,37.8105269,-122.2580095,G5030,Block Group 2,6,403701,94848,0,37.810579,-122.258201,1,rooftop,325,Lenox Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014081001,37.7921372,-122.1574626,G5030,Block Group 1,6,408100,3490909,0,37.791994,-122.157616,1,rooftop,12701,Skyline Blvd,,,Oakland,CA,Alameda County,94619,US,Alameda
1,2,S,60014054022,37.7946442,-122.2442564,G5030,Block Group 2,6,405402,94280,0,37.7946,-122.243938,1,rooftop,1904,11th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda
1,2,S,60014071022,37.7792409,-122.2116911,G5030,Block Group 2,6,407102,128469,0,37.779393,-122.21191,1,rooftop,2073,Rosedale Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,3,S,60014063003,37.7907421,-122.2253856,G5030,Block Group 3,6,406300,122873,0,37.790755,-122.225321,1,rooftop,2429,E 26th St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014053022,37.7978218,-122.2528439,G5030,Block Group 2,6,405302,93633,0,37.798029,-122.252752,1,rooftop,350,Foothill Blvd,,,Oakland,CA,Alameda County,94606,US,Alameda
1,1,S,60014035011,37.8142546,-122.2627014,G5030,Block Group 1,6,403501,268214,0,37.81407,-122.26287,1,rooftop,295,27th St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,2,S,60014028002,37.8090936,-122.2707915,G5030,Block Group 2,6,402800,307818,0,37.809254,-122.270738,1,rooftop,500,William St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,4,S,60014034004,37.8031134,-122.2638311,G5030,Block Group 4,6,403400,37936,0,37.803172,-122.264051,1,rooftop,1514,Jackson St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,2,S,60014035012,37.8191889,-122.2588125,G5030,Block Group 2,6,403501,284166,0,37.819046,-122.258649,1,rooftop,3239,Kempton Ave,,,Oakland,CA,Alameda County,94611,US,Alameda
1,3,S,60014035013,37.8221908,-122.2569921,G5030,Block Group 3,6,403501,117493,0,37.82207,-122.257107,1,rooftop,24,Westall Ave,,,Oakland,CA,Alameda County,94611,US,Alameda
1,3,S,60014036003,37.8116998,-122.2533195,G5030,Block Group 3,6,403600,141106,0,37.811646,-122.253276,1,rooftop,375,Bellevue Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014037011,37.8120365,-122.2594523,G5030,Block Group 1,6,403701,79099,0,37.812109,-122.259519,1,rooftop,157,Montecito Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014037021,37.8098411,-122.2501236,G5030,Block Group 1,6,403702,107790,0,37.809902,-122.250247,1,rooftop,427,Lagunitas Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,2,S,60014037022,37.8090927,-122.2544186,G5030,Block Group 2,6,403702,91310,0,37.809154,-122.254532,1,rooftop,388,Grand Ave,,,Oakland,CA,Alameda County,94610,US,Alameda
1,1,S,60014041021,37.8256585,-122.2498624,G5030,Block Group 1,6,404102,147356,0,37.825715,-122.25009,1,rooftop,85,Glen Ave,,,Oakland,CA,Alameda County,94611,US,Alameda
1,1,S,60014035021,37.814361,-122.2588772,G5030,Block Group 1,6,403502,76143,0,37.814551,-122.258958,1,rooftop,2710,Harrison St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,2,S,60014035022,37.8171084,-122.2555527,G5030,Block Group 2,6,403502,106318,0,37.817195,-122.255662,1,rooftop,392,Oakland Ave,,,Oakland,CA,Alameda County,94611,US,Alameda
1,2,S,60014041022,37.8266684,-122.2532097,G5030,Block Group 2,6,404102,82816,0,37.826646,-122.253182,1,rooftop,175,41st St,,,Oakland,CA,Alameda County,94611,US,Alameda
1,2,S,60014053012,37.8010675,-122.2526572,G5030,Block Group 2,6,405301,76331,0,37.801214,-122.252834,1,rooftop,155,Athol Ave,,,Oakland,CA,Alameda County,94606,US,Alameda
1,1,S,60014059021,37.7926008,-122.2389875,G5030,Block Group 1,6,405902,199888,0,37.792632,-122.238876,1,rooftop,1637,E 21st St,,,Oakland,CA,Alameda County,94606,US,Alameda
1,3,S,60014062023,37.7829036,-122.2251277,G5030,Block Group 3,6,406202,194837,0,37.782739,-122.224992,1,rooftop,2920,E 18th St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014090002,37.7529267,-122.2106011,G5030,Block Group 2,6,409000,3906148,1748425,37.75275,-122.210432,0.99,nearest_street,7892,Oakport St,,,Oakland,CA,Alameda County,94621,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014092002,37.7295211,-122.1806129,G5030,Block Group 2,6,409200,269629,0,37.729575,-122.180792,1,rooftop,10344,Knight St,,,Oakland,CA,Alameda County,94603,US,Alameda
1,2,S,60014220002,37.8760186,-122.3021615,G5030,Block Group 2,6,422000,1202770,0,37.875898,-122.301881,1,rooftop,770,Page St,,,Berkeley,CA,Alameda County,94710,US,Berkeley
1,3,S,60014236023,37.8622378,-122.2592001,G5030,Block Group 3,6,423602,197176,0,37.862117,-122.259215,1,rooftop,2628,Telegraph Ave,,,Berkeley,CA,Alameda County,94704,US,Berkeley
1,2,S,60014005002,37.8465131,-122.2670453,G5030,Block Group 2,6,400500,135779,0,37.846606,-122.267012,1,rooftop,650,61st St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,3,S,60014054013,37.7949596,-122.2512816,G5030,Block Group 3,6,405401,95001,0,37.794977,-122.251547,1,rooftop,1451,7th Ave,,,Oakland,CA,Alameda County,94606,US,Alameda
1,2,S,60014066022,37.794129,-122.2154466,G5030,Block Group 2,6,406602,128342,0,37.794154,-122.215505,1,rooftop,3034,Capp St,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014002001,37.8497451,-122.2488478,G5030,Block Group 1,6,400200,288069,0,37.849645,-122.249058,1,rooftop,6021,Rockwell St,,,Oakland,CA,Alameda County,94618,US,Alameda
1,1,S,60014067001,37.8054443,-122.1985069,G5030,Block Group 1,6,406700,785419,0,37.805441,-122.19847,1,rooftop,2852,Steinmetz Way,,,Oakland,CA,Alameda County,94602,US,Alameda
1,4,S,60014090004,37.7118542,-122.2178896,G5030,Block Group 4,6,409000,10651357,2641017,37.71289,-122.213761,0.95,nearest_street,1253,Airport Dr,,,Oakland,CA,Alameda County,94621,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014026001,37.8042701,-122.2799551,G5030,Block Group 1,6,402600,318842,0,37.804226,-122.279869,1,nearest_street,,I 980,,,Oakland,CA,Alameda County,94607,US,TIGER/Line® dataset from the US Census Bureau
1,1,S,60014027001,37.8099582,-122.275623,G5030,Block Group 1,6,402700,207668,0,37.80983,-122.275606,1,nearest_street,,I 980,,,Oakland,CA,Alameda County,94612,US,TIGER/Line® dataset from the US Census Bureau
1,2,S,60014027002,37.8108535,-122.2784772,G5030,Block Group 2,6,402700,191152,0,37.810828,-122.278562,1,rooftop,850,18th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014028001,37.8074404,-122.2739104,G5030,Block Group 1,6,402800,90493,0,37.807539,-122.273897,1,rooftop,1605,Jefferson St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,1,S,60014030001,37.8014203,-122.271687,G5030,Block Group 1,6,403000,146630,0,37.801616,-122.272091,1,rooftop,1000,Broadway,,,Oakland,CA,Alameda County,94607,US,Alameda
1,2,S,60014030002,37.7997314,-122.2700435,G5030,Block Group 2,6,403000,205764,0,37.799897,-122.270022,1,rooftop,316,9th St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,1,S,60014031001,37.8022741,-122.2755012,G5030,Block Group 1,6,403100,346852,0,37.802344,-122.275709,1,rooftop,911,Clay St,,,Oakland,CA,Alameda County,94607,US,Alameda
1,4,S,60014067004,37.803156,-122.2040761,G5030,Block Group 4,6,406700,208839,0,37.803226,-122.204319,1,rooftop,3957,Coolidge Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,5,S,60014067005,37.804374,-122.2074507,G5030,Block Group 5,6,406700,175363,0,37.804394,-122.207347,1,rooftop,2501,Rampart St,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014068001,37.8016934,-122.1908835,G5030,Block Group 1,6,406800,274258,0,37.801571,-122.190966,1,rooftop,4425,Norton Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,2,S,60014068002,37.798418,-122.1940904,G5030,Block Group 2,6,406800,192439,0,37.798362,-122.194016,1,rooftop,4150,Midvale Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,3,S,60014068003,37.794071,-122.1964244,G5030,Block Group 3,6,406800,227666,0,37.793974,-122.196255,1,rooftop,3814,Loma Vista Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,4,S,60014068004,37.7966464,-122.1993128,G5030,Block Group 4,6,406800,218164,0,37.796749,-122.199305,1,rooftop,3775,Silverwood Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014069001,37.7972758,-122.1885563,G5030,Block Group 1,6,406900,214616,0,37.797238,-122.188614,1,rooftop,4223,Atlas Ave,,,Oakland,CA,Alameda County,94619,US,Alameda
1,3,S,60014103003,37.7456188,-122.1691346,G5030,Block Group 3,6,410300,199382,0,37.745717,-122.168961,1,rooftop,9719,Walnut St,,,Oakland,CA,Alameda County,94603,US,Alameda
1,1,S,60014104001,37.7430359,-122.1604279,G5030,Block Group 1,6,410400,153096,0,37.742945,-122.160471,1,rooftop,2039,103rd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,2,S,60014104002,37.7398093,-122.158935,G5030,Block Group 2,6,410400,188081,0,37.739738,-122.158799,1,rooftop,2017,108th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014104003,37.7404042,-122.1645727,G5030,Block Group 3,6,410400,365434,0,37.740463,-122.164607,1,rooftop,1557,105th Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,1,S,60014043001,37.8478563,-122.2362003,G5030,Block Group 1,6,404300,991454,25272,37.848061,-122.23607,1,rooftop,5790,Buena Vista Ave,,,Oakland,CA,Alameda County,94618,US,Alameda
1,3,S,60014034003,37.8026482,-122.2626597,G5030,Block Group 3,6,403400,37469,0,37.802705,-122.262899,1,rooftop,1520,Madison St,,,Oakland,CA,Alameda County,94612,US,Alameda
1,1,S,60014221001,37.8763826,-122.2975354,G5030,Block Group 1,6,422100,199738,0,37.876404,-122.297748,1,rooftop,1441,8th St,,,Berkeley,CA,Alameda County,94710,US,Berkeley
1,2,S,60014087002,37.7689404,-122.1848982,G5030,Block Group 2,6,408700,185835,0,37.768912,-122.184941,1,rooftop,2618,65th Ave,,,Oakland,CA,Alameda County,94605,US,Alameda
1,2,S,60014050002,37.8093474,-122.2236159,G5030,Block Group 2,6,405000,261851,0,37.809402,-122.223531,1,rooftop,807,Everett Ave,,,Oakland,CA,Alameda County,94602,US,Alameda
1,1,S,60014046001,37.829707,-122.192782,G5030,Block Group 1,6,404600,670949,0,37.829764,-122.192665,1,rooftop,6525,Girvin Dr,,,Oakland,CA,Alameda County,94611,US,Alameda
1,2,S,60014070002,37.786764,-122.1999672,G5030,Block Group 2,6,407000,185086,0,37.786639,-122.200091,1,rooftop,4205,Suter St,,,Oakland,CA,Alameda County,94619,US,Alameda
1,2,S,60014011002,37.8292817,-122.2625471,G5030,Block Group 2,6,401100,182989,0,37.829149,-122.26262,1,rooftop,460,40th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,3,S,60014237003,37.8636286,-122.2525808,G5030,Block Group 3,6,423700,98299,0,37.863722,-122.252305,1,rooftop,2605,Etna St,,,Berkeley,CA,Alameda County,94704,US,Alameda
1,1,S,60014061001,37.7749377,-122.2247873,G5030,Block Group 1,6,406100,538610,0,37.774673,-122.22471,1,rooftop,1012,34th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014006001,37.8432924,-122.264538,G5030,Block Group 1,6,400600,166589,0,37.843303,-122.264506,1,rooftop,587,58th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,2,S,60014006002,37.8403392,-122.2653325,G5030,Block Group 2,6,400600,131267,0,37.840613,-122.265361,1,rooftop,622,55th St,,,Oakland,CA,Alameda County,94609,US,Alameda
1,1,S,60014062011,37.7869532,-122.2288343,G5030,Block Group 1,6,406201,134976,0,37.786721,-122.229032,1,rooftop,2439,E 21st St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014061002,37.7698464,-122.22569,G5030,Block Group 2,6,406100,618298,35844,37.770837,-122.225109,0.99,rooftop,702,36th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,3,S,60014061003,37.7727086,-122.2324001,G5030,Block Group 3,6,406100,293436,39031,37.772592,-122.23209,1,rooftop,525,Derby Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014061004,37.7792504,-122.2339877,G5030,Block Group 4,6,406100,393358,0,37.778992,-122.233996,1,rooftop,2636,E 11th St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,2,S,60014062012,37.7857599,-122.2314483,G5030,Block Group 2,6,406201,77141,0,37.78579,-122.231514,1,rooftop,1749,24th Ave,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014234004,37.8550903,-122.2752672,G5030,Block Group 4,6,423400,200157,0,37.854942,-122.275213,1,rooftop,1641,Julia St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,3,S,60014062013,37.7841568,-122.2303334,G5030,Block Group 3,6,406201,87031,0,37.784387,-122.230308,1,rooftop,2525,Foothill Blvd,,,Oakland,CA,Alameda County,94601,US,Alameda
1,4,S,60014062014,37.7828831,-122.2329094,G5030,Block Group 4,6,406201,108927,0,37.782665,-122.23287,1,rooftop,2501,E 15th St,,,Oakland,CA,Alameda County,94601,US,Alameda
1,1,S,60014092001,37.7288188,-122.1761664,G5030,Block Group 1,6,409200,447169,0,37.728791,-122.176146,1,rooftop,10827,Estepa Dr,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014093003,37.7381187,-122.1761164,G5030,Block Group 3,6,409300,456614,0,37.738638,-122.176051,1,rooftop,9957,Medford Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,4,S,60014093004,37.7335869,-122.173561,G5030,Block Group 4,6,409300,202496,0,37.733579,-122.173504,1,rooftop,10741,Russet St,,,Oakland,CA,Alameda County,94603,US,Alameda
1,2,S,60014094002,37.7438649,-122.1822047,G5030,Block Group 2,6,409400,933591,0,37.744075,-122.181819,1,rooftop,888,92nd Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,3,S,60014094003,37.7479646,-122.1761466,G5030,Block Group 3,6,409400,192794,0,37.748009,-122.176103,1,rooftop,1260,91st Ave,,,Oakland,CA,Alameda County,94603,US,Alameda
1,1,S,60014095001,37.7495006,-122.1867156,G5030,Block Group 1,6,409500,500554,0,37.749568,-122.186473,1,rooftop,8410,Amelia St,,,Oakland,CA,Alameda County,94621,US,Alameda
1,1,S,60014237001,37.8636508,-122.247944,G5030,Block Group 1,6,423700,306152,0,37.863166,-122.247349,1,rooftop,2951,Derby St,,,Berkeley,CA,Alameda County,94705,US,Alameda
1,1,S,60014235001,37.8619962,-122.2684184,G5030,Block Group 1,6,423500,253711,0,37.862267,-122.268443,1,rooftop,2027,Parker St,,,Berkeley,CA,Alameda County,94704,US,Alameda
1,2,S,60014235002,37.8588562,-122.2679242,G5030,Block Group 2,6,423500,198116,0,37.858652,-122.268137,1,rooftop,2748,Adeline St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,3,S,60014235003,37.8562701,-122.2676704,G5030,Block Group 3,6,423500,183917,0,37.856246,-122.267774,1,rooftop,2906,Newbury St,,,Berkeley,CA,Alameda County,94703,US,Alameda
1,1,S,60014236011,37.8599204,-122.258048,G5030,Block Group 1,6,423601,296205,0,37.86017,-122.258073,1,rooftop,2455,Stuart St,,,Berkeley,CA,Alameda County,94705,US,Berkeley
1,2,S,60014236012,37.8575464,-122.2595937,G5030,Block Group 2,6,423601,227231,0,37.857477,-122.259847,1,rooftop,2900,Telegraph Ave,,,Berkeley,CA,Alameda County,94705,US,Berkeley
1,1,S,60014236021,37.8637999,-122.2618113,G5030,Block Group 1,6,423602,116892,0,37.864035,-122.261878,1,rooftop,2321,Blake St,,,Berkeley,CA,Alameda County,94704,US,Berkeley
1,2,S,60014236022,37.8644448,-122.2561319,G5030,Block Group 2,6,423602,90477,0,37.864328,-122.256165,1,rooftop,2527,Hillegass Ave,,,Berkeley,CA,Alameda County,94704,US,Berkeley
1,2,S,60014237002,37.8595618,-122.2489323,G5030,Block Group 2,6,423700,324239,0,37.859436,-122.24886,1,rooftop,2920,Avalon Ave,,,Berkeley,CA,Alameda County,94705,US,Alameda
